userName,score,at,content,Aspek_Audio_Fitur,Aspek_Performa_Sistem,Aspek_Harga_Layanan,Sentimen,clean_teks
Muhammad Andi Alfiansyah,5,2026-03-24 19:08:28,"kenapa sih apple music tuh kek kolot banget? kaya ga pernah ngikutin zaman gitu loh, gua nyri lagu baru nih tapi ni aplikasi tuh malah nunjukin yang lain (gua udah input artis + lagu nya tapi outcome nya malah kek dungu). dan shuffel play nya ga masuk banget ama lagu lagu yang udah gua like or favoritin. minimal kembangin lah masa mau kalah ama spotify?? ya kalo gini terus sih gua mending prem di spotify🤡🤡🤡",1,1,0,1,sih apple music tuh kek kolot banget kaya pernah ngikutin zaman gitu loh nyri lagu baru nih ni aplikasi tuh malah nunjukin lain sudah input artis lagu nya outcome nya malah kek dungu shuffel play nya masuk banget ama lagu lagu sudah like or favoritin minimal kembangin lah masa mau kalah ama spotify kalau gin terus sih mending prem spotify
Ahmad Juliansyah,5,2026-03-24 03:34:52,I really like this Apple music,0,0,0,1,i really like this apple music
FadhlanCH,5,2026-03-23 11:27:10,"Aplikasi yang lumayan lebih baik daripada Spotify. Ya walaupun harus berlangganan tapi tak apa karena sesuai dengan yang diberikan. Dan harga paketnya masih terbilang murah karena 60rb sudah termasuk semuanya, daripada di aplikasi ijo 60rb malah dapat yg Lite😂 Yang bikin saya kagum disini ada pada liriknya, dimana pemasukan lirik dan waktu muncul untuk suara yang hanya terdengar samar itu paling best👍🏻 ~Fadhlan",1,1,1,1,aplikasi lumayan lebih baik spotify walaupun langgan tak apa sesuai beri harga paket bilang murah rb masuk semua di aplikasi ijo rb malah yg lite buat kagum sini pada lirik pasu lirik waktu muncul suara yang hanya dengar samar paling best fadhlan
Noradrenaline,5,2026-03-22 21:40:23,bagus+ bisa streaming Lossless,1,0,0,1,bagus streaming lossless
heru atandi,5,2026-03-22 19:27:53,wow sekali,0,0,0,1,wow sekali
Miyako Bnnuy,3,2026-03-21 20:26:40,"Bagus sih, tapi ada bug yang mengganggu banget. dimulai dari bug loading lama(padahal yang lainnya lancar aja), Playlist nggak bisa dibuka dan muncul ""Jaringan Internet tidak tersedia"" sampai Bug Saat Loading, malah next sendiri(Jujur, ini paling ngeselin). dan dari daftar yang saya tuliskan semoga di notice ya!",1,1,0,0,bagus sih ada rusak ganggu banget mulai rusak loading lamapadahal lain lancar aja playlist bisa buka muncul jaring internet sedia rusak loading malah next sendirijujur paling ngeselin dari daftar saya tulis moga notice
Christtiono 014,3,2026-03-21 06:00:24,banyak iklan,0,0,0,1,banyak iklan
Alpine Sutandi,4,2026-03-21 02:50:17,sound quality is good but the apps still need improvement,1,0,0,1,sound quality is good but the apps still need improvement
Odeg otw,1,2026-03-20 07:49:27,"sdh ikuti aturan nya,masukin akun tapi tetap apk music tdk bisa di buka.mentok di sandi akun iphone",0,1,0,0,sdh ikut atur nyamasukkan akun tetap aplikasi music tdk bukamentok di sandi akun iphone
sen,5,2026-03-19 11:58:46,i need mixing feature,0,0,0,1,i need mixing feature
Daffa Lah,3,2026-03-18 22:57:50,"eq nya sering bermasalah dibanding spotify, juga lossless audionya ilang""an",1,0,0,1,eq nya sering masalah banding spotify lossless audio hilang
Charloette Maureen Alsyafa,5,2026-03-18 21:40:26,ILYSM APPMUS THX UDAH LAHIR DI DUNIA INI,0,0,0,1,ilysm appmus thx lahir dunia
Fadlu Faakhir,3,2026-03-17 04:02:54,aku kasih bintang 3 karena aku lupa sandi nya 😭 semoga ada pemulihan akun lewat gmail jadi gabisa denger lagu lagi deh 😔,1,1,0,1,kasih bintang saya lupa sandi nya moga pulih akun lewat gmail jadi bisa dengar lagu deh
Wafiq Agus.Tinaa2,1,2026-03-16 16:26:46,aku Udah ga pake iPhone iCloud aku udah aku nonaktifkan aku udah ga pake Apple music tapi tiap bulan suruh bayar 55 ribu rugi,0,0,1,0,sudah pake iphone icloud sudah nonaktif sudah pake apple music tiap bulan suruh bayar ribu rugi
Royani sulistyaning Hanifah,5,2026-03-15 23:35:06,waw,0,0,0,1,waw
Alice Cristalyjyn,5,2026-03-15 22:23:32,fall in love with this,0,0,0,1,fall in love with this
safrel vaneziano,5,2026-03-15 15:51:56,"bagus banget ga kaya aplikasi ijo yang iklannya sekarang jadi empat, meskipun harganya agak kurang affordable tapi sejauh ini worth it sih karena fiturnya lumayan banyak dan kualitas audio bagus. minusnya sih lagu2nya yang otomatis keputar pas lagu di playlist udah abis tuh lagunya dari lagu artis artis di playlist yang lagunya jarang didengar",1,1,1,1,bagus banget kaya aplikasi ijo iklan sekarang jadi empat meski harga kurang affordable jauh worth it sih fiturnya lumayan banyak kualitas audio bagus minus sih lagu otomatis putar pas lagu playlist abis tuh lagu lagu artis artis playlist lagu jarang dengar
Ahmad Efendi,3,2026-03-15 11:58:35,star free trial mulai April ya,0,0,1,1,star free trial mulai april
Mahardika juan Mylano,4,2026-03-15 04:16:29,sedikit baik,0,0,0,1,sedikit baik
Ardiansyah Dian,1,2026-03-13 21:14:20,ga jelas njirlah padahal udah du invite tapi ga bisa juga,0,0,0,0,jelas njirlah padahal du invite tidak juga
septy evania p.,1,2026-03-13 19:51:44,"aplikasi gajelas, masa denger musik harus bayar",1,1,1,0,aplikasi jelas masa dengar musik bayar
Anton R Purnama,4,2026-03-13 09:43:21,sudah oke. sayangnya ada beberapa directory lagu yang tidak ada dalam pencarian,1,1,0,1,oke sayang beberapa directory lagu tidak dalam cari
Cathabella Kieberlim,1,2026-03-12 15:24:19,apk gajelas katanya ujicoba satu bulan gratis tapi pas teken ujicoba satu bulan gratis malah harus bayar,0,0,1,0,aplikasi jelas kata ujicoba satu bulan gratis pas teken ujicoba satu bulan gratis malah bayar
via,5,2026-03-12 08:59:55,sukaaa🫶🫶,0,0,0,1,sukaaa
cool,2,2026-03-12 06:25:53,kurang lengkap lagunya,1,1,0,0,kurang lengkap lagu
Bayu Aditya,2,2026-03-10 13:22:36,"ada beberapa bug krusial, diantaranya musik yang dimasukkan ke playlist tidak muncul (di playlist unduhan terutama), album cover fhoto sendiri tidak muncul, dan terkadang beberapa musik tidak bisa diputar",1,1,0,0,beberapa rusak krusial antara musik masuk playlist muncul playlist unduh utama album cover fhoto sendiri muncul terkadang beberapa musik bisa putar
Brent Imanuel,5,2026-03-09 17:03:54,"Sangat worth it, langganan individual nya juga sudah tergolong murah dengan kualitas yang dikasih, overall puas",0,0,1,1,sangat worth it langgan individual nya sudah golong murah kualitas kasih overall puas
Anawiyah Cantik,1,2026-03-09 02:07:29,"gatau deh, udah seneng2 mau denger lagu, tiba2 malah disuruh bayar..gimana sih? sama pas aku lagi mau masuk akun untuk dengerin musik kpop, malah gak bisa masuk karna akun ada masalah🙄, padahal udh bener sandiny😒",1,1,1,0,gatau deh neng mau dengar lagu tiba malah suruh bayargimana sih sama pas lagi mau masuk akun dengar musik kpop malah bisa masuk akun masalah padahal bener sandiny
Frizk Frizk76,2,2026-03-08 00:07:46,ribet,0,0,0,0,ribet
Hay Day,3,2026-03-07 23:28:52,"tolong segera diperbaiki, Penyakit loncat"" lagunya gaenak bet. untuk selebihnya udah bagus. tinggal itu ae",1,1,1,0,segera baik sakit loncat lagu gaenak bet lebih bagus tinggal ae
Lula Laudza,2,2026-03-07 16:41:41,Tiba tiba displaynya hilang jadi gak bisa play musik sama sekali. dari pintasan pun gak bisa. Kalo mau berfungsi normal harus restart hp dulu. Ribet bgt ya ampun padahal aku udh bayar 60.000 sebulan loh ini,1,0,1,0,tiba tiba displaynya hilang jadi play musik sama sekali pintas tidak bisa kalau mau fungsi normal restart hp dulu ribet banget ampun padahal sudah bayar bulan loh
Dwi,1,2026-03-07 08:09:23,sorry bintang satu GK semua org bisa bayar ya jujur aku GK suka apk ini,0,0,1,0,sorry bintang satu gk semua org bayar jujur gk suka aplikasi
Siti Paujiah,5,2026-03-07 04:21:18,mantap pol aplikasi ini,0,1,0,1,bagus pol aplikasi
xcelsean,1,2026-03-06 21:19:07,apa apaan ini jirr mau dengerin lagu aja harus bayar!,1,1,1,0,apa apa jirr mau dengar lagu aja bayar
Amira Anastasia,3,2026-03-06 13:49:31,FAK SUSAH LOGIN,0,1,0,0,fak susah login
Agus Dongo,5,2026-03-05 20:40:53,aplikasinya sangat bagus hemat kuota saya suka👍,0,1,0,1,aplikasi sangat bagus hemat kuota suka
Dafanur,5,2026-03-04 21:34:54,baguss,0,0,0,1,bagus
Noval Ardiansah,5,2026-03-02 18:49:33,mana tahan liat harga segini udah dapet kualitas audio sebagus ini cik😋,1,0,1,1,mana tahan liat harga gin dapet kualitas audio bagus cik
Rizki Permadi,5,2026-03-02 05:03:23,"pindah ke sini gara' Spotify wkwkwk, semoga gak terlalu kikir kyk Spotify",0,0,0,1,pindah sini gara spotify wkwkwk moga terlalu pelit kyk spotify
RafiiA,1,2026-03-01 21:00:34,aplikasi knt0l,0,1,0,0,aplikasi kntl
Agung Fauzi,3,2026-03-01 18:52:30,"harga dan kualitas bagus. tapi tolong saat cabut headset buatlah pause, atau outputnya ubah ke speaker lah. masa dah cabut headset gada suara kirai udah mati. ternyata masih mutar musik yang outputnya ntah kemana",1,0,1,0,harga kualitas bagus tolong cabut headset buat pause outputnya ubah speaker lah masa dah cabut headset gada suara kirai mati nyata putar musik outputnya ntah
zeko,5,2026-03-01 14:18:41,bgus,0,0,0,1,bgus
Naufal Adabi,5,2026-03-01 04:07:26,nicee,0,0,0,1,nicee
Dimas Putra,5,2026-02-28 03:43:25,hi-res lossless is just sooo good,1,0,0,1,hires lossless is just sooo good
Rayza Valian,2,2026-02-28 01:02:41,"applikasi nya bagus, simple ui nya, cuman suka bug ekualizer",1,1,0,0,applikasi nya bagus simple ui nya cuma suka rusak ekualizer
ahmad osborn,4,2026-02-27 21:11:43,"bagus tpi tidak support DAC dongel, sangat di sayangkan, untuk developer tolong tambahin fitur ekslusif mode ,karna sudah hi ress lossless agar kinerja saat pakai DAC tidak terbawa ke hp teruntuk sistem SRC , agar tidak terpangkas kualitas audionya , sarana saya tambahin fitur ekslusif mode biar support DAC , terimakasih.",1,0,1,1,bagus tpi support dac dongel sangat sayang developer tambahin fitur ekslusif mode sudah hi ress lossless kerja pakai dac bawa hp untuk sistem src tidak pangkas kualitas audio sarana tambahin fitur ekslusif mode biar support dac terimakasih
Kirana Kirana Grensia Putri,1,2026-02-27 16:24:42,"sorry kasih bintang 1 dlu buat apk ini, awalnya udah excited bgt sampe sampe rela bikin akun buat dengerin lagu, karena katanya bisa didengar pake akun, ehh pas udah dibuat, malah tetap diminta tetap bayar, maksudnya gimana ya? pdhl udah dibikin akun nya tapi masih aja, saya sudah download siapa tau bisa buat saya dengar musik sepuasnya, awalnya dah seneng banget pas mencet lagu, malah minta bayar dulu baru bisa, bisa normal aja ga sih? capek download sana sini sama aja",1,1,1,0,sorry kasih bintang dlu buat aplikasi awal excited banget sampe sampe rela buat akun buat dengar lagu kata dengar pake akun ehh pas buat malah tetap minta tetap bayar maksud gimana pdhl bikin akun nya masih aja sudah download siapa tau buat dengar musik puas awal dah neng banget pas mencet lagu malah minta bayar dulu baru bisa normal aja sih capek download sana sini sama aja
Noval Kece,3,2026-02-26 00:25:42,"rajin banget ngasih bug, heran. 1 pilih lagu, yang keluar yang di perpustakaan musik, 2 Hi res nya ilang ilangan sesuai mood aja, 3 download belum kelar, eh dah di bilang kelar, mana nggak bisa di lanjutin lagi, 4 baru ketemu juga, lagu coldplay bermasalah, kadang suaranya kayak speed alien, kadang aman (nggak tau ya di artis lain) . bayak betul bug nya, next bug apalagi yang gw temuin 😂",1,1,1,0,rajin banget ngasih rusak heran pilih lagu keluar pustaka musik hi res nya hilang ilangan sesuai mood aja download kelar eh dah bilang kelar mana bisa di lanjutin baru ketemu lagu coldplay masalah kadang suara kayak speed alien kadang aman tau di artis bayak betul rusak nya next rusak yang temuin
Agi,1,2026-02-25 15:15:12,"tws bluetooth always reconnect when playing music, especially when next song play. please fix it on motopad 60 Neo .because on other app has no issue",1,1,0,0,tws bluetooth always reconnect when playing music especially when next song play please fix it on motopad neo because on other aplikasi has no issue
Maria Silalahi,4,2026-02-24 19:32:58,"sebenarnya aplikasinya bagus, pilihan lagu lagunya juga termasuk update. sistem putar lagunya kyk di tempat karaoke menurut ku. tinggal cari lagu yg mau di putar lalu masukkan ke daftar putar/antrian. minusnya harus berlangganan baru bisa lagu nya di putar. sad 😥",1,1,1,1,benar aplikasi bagus pilih lagu lagu masuk update sistem putar lagu kyk tempat karaoke ku tinggal cari lagu yg mau putar lalu masuk daftar putarantrian minus langgan baru lagu nya putar sad
M Mahdor Fauzy,5,2026-02-24 18:46:27,banyakin lagi hi-res untuk lagu lagu nya,1,1,0,1,banyakin hires lagu lagu nya
Kevin Adriano,1,2026-02-24 13:02:12,bagus cuma saya mau nya bintang 1,0,0,0,0,bagus cuma mau nya bintang
Nicholas Garcia Hutauruk,5,2026-02-24 00:43:07,"app ini bagus buat dengerin music, karena udah punya juga di iphone cuma itu magian putar musiknya di buat lebih lebar dong screennya kayak di ipad tuhh 😔😔 (device: samsung tab s10 ultra)",1,0,0,1,aplikasi bagus buat dengar music sudah punya iphone cuma magi putar musik buat lebih lebar dong screennya kayak di ipad tuhh device samsung tab s ultra
Radityand Febriano putra,1,2026-02-23 21:31:45,semuanya bagus kecuali peralihan antar lagu loadingnya sangat lama sekali..,1,1,0,0,semua bagus alih antar lagu loadingnya sangat lama sekali
Leon Kennedy,1,2026-02-23 13:18:49,"daptar akun google udah kayak daptar pekerjaan, udah saya masukin kode Verifikasi nya pas udah di masukin malah ada tulisan ""sarankan sandi kuat""",0,1,0,0,daptar akun google kayak daptar kerja saya masuk kode verifikasi nya pas di masuk malah tulis saran sandi kuat
Aqila Rakha Musyafa,2,2026-02-20 22:55:29,"masalah login-nya mengganggu sekali. sering banget tiba tiba logout sendiri, giliran mau login eror terus",0,1,0,0,masalah loginnya ganggu sekali sering banget tiba tiba logout sendiri gilir mau login eror terus
kemal Juliana p,2,2026-02-20 02:00:05,nyoba dulu,0,0,0,0,nyoba dulu
Danny WePe,1,2026-02-19 05:20:44,di android 16 error mulu heran,0,1,0,0,android rusak mulu heran
Muhammad bagus Setyawannn Bagus M Setyawannn,5,2026-02-16 23:33:54,aplikasi ini cocok untuk mendengarkan musik atau lagu,1,1,0,1,aplikasi cocok dengar musik lagu
Muh Nur Alif Hidayatullah saleh,1,2026-02-16 22:09:10,"kualitas lagu bagus,tapi pelayanannya kayak sampah",1,1,0,0,kualitas lagu bagustapi layan kayak sampah
嶋野の狂犬,1,2026-02-16 14:19:36,"sampah, sering ngebug + buat akun doang ribet banyakan buffering nya. GK rekomen",0,1,0,0,sampah sering rusak buat akun doang ribet banyak lambat nya gk rekomen
Nime Adamme,5,2026-02-16 11:27:32,bagus,0,0,0,1,bagus
Ruzzuz,5,2026-02-15 22:44:21,"Algoritma yang digunakan sangat bagus, sesuai dengan kebutuhan dan keinginan.",1,0,0,1,algoritma guna sangat bagus sesuai butuh ingin
Eko Gaara,5,2026-02-14 00:29:38,mantap aplikasinya,0,1,0,1,bagus aplikasi
Adaman Chess,5,2026-02-13 11:26:17,kurang sistem untuk follow artis yang kita mau,0,0,0,1,kurang sistem follow artis kita mau
yazid azizi,2,2026-02-12 17:21:03,"Please fix the shuffle mode in song playback, my playlist has more than 500 songs but every day only a few songs are often heard and the next ones that are played frequently are only the same singer",1,1,0,0,please fix the shuffle mode in song playback my playlist has more than songs but every day only a few songs are often heard and the next ones that are played frequently are only the same singer
Al ma'sum,5,2026-02-11 16:36:12,lovely,0,0,0,1,lovely
Said Name,4,2026-02-11 00:44:02,"bagus, iem saya support hi res lossless tapi masih ada tapinya yaitu algoritma yang nguawor, gua lagu dengar lagi galau tiba² tor monitor ketua😮‍💨",1,1,0,1,bagus iem support hi res lossless masih tapi algoritma nguawor lagu dengar galau tiba tor monitor ketua
Pandu PolyAi,5,2026-02-10 07:00:25,absolute Cinema,0,0,0,1,absolute cema
Ma'mur Zaky Nurrokhman,5,2026-02-09 15:11:57,"Sejauh ini, ini alternatif aplikasi streaming musik terbaik selain Spotify. Dengan harga langganan yang lebih murah dari Spotify, bisa dapat kualitas yang lebih bagus, Lossless dan support Dolby Atmos juga. Kekurangan dari aplikasi ini paling dari segi sosialnya, tidak sesosial Spotify yang bisa connect Instagram dan Discord. Seandainya Apple Music bisa connect Instagram dan Discord pasti lebih bagus lagi.",1,1,1,1,jauh alternatif aplikasi streaming musik baik spotify harga langgan lebih murah spotify dapat kualitas lebih bagus lossless support dolby atmos kurang aplikasi ini paling segi sosial sosial spotify connect instagram discord anda apple music bisa connect instagram discord lebih bagus
Irwan Syah,1,2026-02-09 10:55:55,ga bisa dipakai tanpa data. fake apk,0,0,0,0,bisa pakai data fake aplikasi
Praba “Praba” JN,5,2026-02-09 09:22:38,lebih murah dan lebih baik daripada spotify,0,0,1,1,lebih murah lebih baik spotify
pro sniper pro sniper,1,2026-02-09 00:07:29,aplikasi kikir dengerin aja mesti bayar Jan mau download ges,0,1,1,0,aplikasi pelit dengar aja mesti bayar jan mau download ges
Azel,5,2026-02-07 21:46:20,gokil,0,0,0,1,gokil
Hantu Aput,1,2026-02-05 16:34:39,Musiknya kurang lengkap. untung cmn 3 bulan 😭,1,0,1,0,musik kurang lengkap untung cuma bulan
Joito Siallagan,5,2026-02-04 11:23:29,Aplikasi oleh Apple sangat bagus.. saya harap ada aplikasi reminders resmi dari apple di play store.. salam hangat❤️🙏🏻,0,1,0,1,aplikasi apple sangat bagus harap aplikasi reminders resmi apple play store salam hangat
Yuspianor ST,1,2026-02-03 20:31:03,"ini saya pake hp bapak saya, asli saya cuma mau coba² katanya inj bisa di android lalu saya download kek biasa lah masukin email pasword dll, tapi setelah itu hp saya layarnya item lalu ga bisa lagi di nyalain itu pun paling layar nya doang warna abu2, apa emang ga bisa di andro ya?",0,1,0,0,pake hp bapak asli cuma mau coba kata inj android lalu download kek biasa lah masuk email pasword tapi hp saya layar item lalu bisa di nyalain itu pun paling layar nya doang warna abu apa emang bisa di andro
Prime Herr,1,2026-02-01 13:24:25,menurut gw biasa aja si sama kaya apk-apk pada lain nya cuma yang ini mungkin rada jelek audio nya kalo soal lagu hip hop,1,1,0,0,saya biasa aja si sama kaya aplikasiaplikasi lain nya cuma ini mungkin rada jelek audio nya kalau soal lagu hip hop
F,3,2026-01-31 23:51:31,bagus sih tapi kenapa tiap lagi mutar musik suka ke ganti sendiri ke musik yang lain padahal nggak ku ganti dan kenapa juga kenapa suka ada bug musik lain sudah diputar tapi masih musik yang tadi tampilannya dan juga kenapa kadang tiba² musik nya jadi hilang pas habis di pause sebentar padahal perangkat audio saya berfungsi dengan baik tolonglah perbaiki bug² nya biar lebih enak dan nyaman pas dengerin musik,1,1,1,0,bagus sih tiap putar musik suka ganti sendiri musik padahal ku ganti kenapa kenapa suka rusak musik lain sudah putar masih musik tadi tampil juga kenapa kadang tiba musik nya jadi hilang pas habis pause sebentar padahal perangkat audio fungsi baik tolong baik bug nya biar lebih enak nyaman pas dengar musik
