userName,score,at,content
Irwan Syah,1,2026-02-09 10:55:55,ga bisa dipakai tanpa data. fake apk
Praba “Praba” JN,5,2026-02-09 09:22:38,lebih murah dan lebih baik daripada spotify
pro sniper pro sniper,1,2026-02-09 00:07:29,aplikasi kikir dengerin aja mesti bayar Jan mau download ges
Azel,5,2026-02-07 21:46:20,gokil
Hantu Aput,1,2026-02-05 16:34:39,Musiknya kurang lengkap. untung cmn 3 bulan 😭
Joito Siallagan,5,2026-02-04 11:23:29,Aplikasi oleh Apple sangat bagus.. saya harap ada aplikasi reminders resmi dari apple di play store.. salam hangat❤️🙏🏻
Yuspianor ST,1,2026-02-03 20:31:03,"ini saya pake hp bapak saya, asli saya cuma mau coba² katanya inj bisa di android lalu saya download kek biasa lah masukin email pasword dll, tapi setelah itu hp saya layarnya item lalu ga bisa lagi di nyalain itu pun paling layar nya doang warna abu2, apa emang ga bisa di andro ya?"
Prime Herr,1,2026-02-01 13:24:25,menurut gw biasa aja si sama kaya apk-apk pada lain nya cuma yang ini mungkin rada jelek audio nya kalo soal lagu hip hop
F,3,2026-01-31 23:51:31,bagus sih tapi kenapa tiap lagi mutar musik suka ke ganti sendiri ke musik yang lain padahal nggak ku ganti dan kenapa juga kenapa suka ada bug musik lain sudah diputar tapi masih musik yang tadi tampilannya dan juga kenapa kadang tiba² musik nya jadi hilang pas habis di pause sebentar padahal perangkat audio saya berfungsi dengan baik tolonglah perbaiki bug² nya biar lebih enak dan nyaman pas dengerin musik
Desta25 Desta25,1,2026-01-31 16:45:30,tolol bngt ni apk
Syarif wadja Wadja,5,2026-01-31 00:06:31,semuamusik
nixon alberton manullang,5,2026-01-29 17:03:45,"menyalakan Haptik Musik untuk memutar musik dengan ketukan, tekstur, dan getaran yang disempurnakan"
Isnaininuna Dapur,5,2026-01-29 13:57:26,"Listening to music when you're feeling down and bored is also a good app, with no problems whatsoever. The design is simple."
Erlangga Kharisma Muhtar,5,2026-01-29 09:46:16,sangat Bagus
NVM!,4,2026-01-28 16:22:31,"baguuusss bangeettt, syukaaaa!!! pls nonprem aja ya? eung 🥺"
Farel Febrian,5,2026-01-26 23:12:30,Suka banget sama Apple Music namun tolong dibuatkan algoritma lagu yang lebih relevan lagi 😭
michelle aca,2,2026-01-26 16:16:41,"ga jelas, kalo lagi denger musik terus di matiin, eh ga lama nya ga bisa di puter musik nya, harus nunggu berjam' baru bisa"
Angel Jambi,5,2026-01-25 11:18:57,tolong buat yg tablet redmi ini kok Screen nya kecill bgt tlong dong di full screen plss🫤
Fr0GGy,3,2026-01-24 22:06:43,"banyak lagu yang tidak ada disini, bug download juga ada bbrp yang tidak kedownload"
Sani,1,2026-01-22 06:22:04,"kenapa opsi leave family tiba' hilang? saya jadi ga bisa join ataupun leave family karena statusnya saya masih di family sebelumnya. mau leave lewat Apple id jg verifikasi nomornya susah bgt udah dikirim berkali-kali katanya, nyatanya gaada kode yg masuk jd gimana dong nih. tolong diperbaiki bug nya"
Zizi,1,2026-01-21 22:06:01,"bug hires, audio hires nya tidak muncul/hilang"" an, update terparah sebelum update ga kaya gini😜"
Ariyadi Putra,1,2026-01-20 23:10:04,karakter suara di iem saya kurang maju dan terdengar sedikit pelan banget padahal volume suara sudah full. di aplikasi musik lain normal hanya di aplikasi Apple music aja yang bermasalah dengan kualitas suara yang di hasilkan 😏
Djarco Jr.,5,2026-01-19 00:58:55,"Bagus, Bisa streaming musik tanpa iklan... btw app ini harus punya akun apple ya..."
iman,2,2026-01-19 00:25:48,"suara lagu tiba2 kecil sendiri, aneh bgt😭 foto playlist juga tiba2 suka gak ada, padahal sblmnya sudah ditambahkan foto yang saya mau, tapi beberapa lama setelah itu kembali ke semula(hanya gradasi warna?)"
Vyrush :3,1,2026-01-17 14:38:18,"banyak bug, lagu jalan sendiri"
Mahes yeager,1,2026-01-17 08:48:00,"Aplikasi ga jelas, login nya susah!"
Rafi Ahmad,1,2026-01-17 08:03:39,sangat sangat jelek se you bact friends
Handika Muchtar,5,2026-01-16 22:47:42,"bagus aku bisa dengerin lagu Hi-res lossles, Dolby Atmos spatial audio di hp android aku,kalian kalo suka bug atau banyak fitur yg ilang wajar karena bukan IOS tapi kalo hpnya flagship bisa aja karena Apple music memilih kompatibel dan nyaman,but percuma kalian kalo mau dengerin lagu 24/192khz kalo hp kalian gk mendukung btw hp aku Sony Xperia 1 mark v udah ada auxnya"
Nanda_Kunzz ナンダ,1,2026-01-16 18:09:19,"Aplikasinya busuk banget! Aku udah coba login pakai akun Google berkali-kali, tapi hampir semuanya gagal. Ini sistem login-nya kenapa sih? Setelah nyoba berkali-kali, akhirnya bisa login juga. Tapi belum lama seneng, pas mau dengerin musik malah putus-putus dan sering berhenti sendiri! Niatnya mau nikmatin, malah jadi emosi. Tolong, bagian login-nya segera di perbaiki! Aku sering kesusahan login padahal sinyal lagi kenceng dan stabil. Masa tetep gagal terus?! 😒"
Sinta Kania,1,2026-01-16 15:45:50,"terlalu jelek verifikasi nya gak jelas, bikin sebel dari tadi selalu salah."
fahrii husyaeni 08,5,2026-01-15 12:45:11,kualitas audio yang diberikan memuaskan
parningotan gultom,5,2026-01-15 12:34:20,cakepppp
S Seee,5,2026-01-15 06:02:50,Hi res losles bagus banget audionya
Andik Ginanjar,5,2026-01-14 11:06:19,paling recommended sih Apple musik dari pada Spotify jelek
Mochamad Riza Ayatullah,5,2026-01-14 05:14:09,nice!
Christy Glendisty TV,5,2026-01-13 16:04:15,Song Is The Best I Like To This Aplication
NM,5,2026-01-12 23:27:46,"daripada pake spotify = support Barcelona, mending gua pake Apple Music🤭🤫🤫🤫"
Herjunot,5,2026-01-10 17:30:53,Nice app👍
Adam Rahman,4,2026-01-07 00:17:30,SECARA MENYELURUH BAGUS TAPI MENURUTKU ADA SESUATU YG KURANG SEPERTI TIDAK ADA TERJEMAHAN LIRIK LAGU BAHASA LAIN SEPERTI ENGLISH KE INDONESIA DAN SULIT MENDOWNLOAD LAGU TANPA DI MASUKIN KE DAFTAR FAVORIT TERDAHULU SEGITU AJA KALO UDAH ADA FITURNYA SAYA KASIH RATE BINTANG 5 HEHE
Muchlis Irwanto,5,2026-01-06 18:28:47,nice
Zusss,5,2026-01-06 00:00:55,bagus baget aplikasi 👍👍👍⭐⭐⭐⭐⭐⭐
Ilhammajid 12,5,2026-01-05 17:51:22,udah bisa di android wkwk
Oja “OPE” Prawira,5,2026-01-05 16:59:42,The best music app!!!
Tjoet Dhia S,2,2026-01-05 10:07:35,mau dengar lagu disuruh bayar
Naura AL-ILTIZAMIYAH,1,2026-01-05 05:34:52,aplikasi ini tiba tiba banget kurangin saldo tanpa aba aba
ADRIAN,5,2026-01-04 09:25:48,percuma ada fitur penerjemah bila bahasa Indonesia bukan termasuk penerjemah apple tapi yang bisa ku ambil hikmahnya yaitu aku harus belajar bahasa Inggris
Salma Mufidah,4,2026-01-03 23:17:33,tak kasih bintang 5 kalo udah ada fitur automix untuk android
Pher Basquiat,5,2026-01-02 15:43:01,huuuu
Fawaizul aghna,5,2025-12-31 16:49:32,W apple music ❤️‍🩹🫂
Irpan Sopandi,1,2025-12-30 20:54:53,"ini kenapa akun saya tiba² keluar dari Apple music,WHY?!"
Aditya Ya,5,2025-12-30 11:26:18,"aplikasi musik ,yang kualitas musik nya baguss bngtt ,walau algoritma lagu nya kureng ,tpi bisa buat playlist sendiri, biaya langganan tergolong murah apalagi pakai langganan family sama orng"
Bloodshed Idn,5,2025-12-29 06:15:53,great!
Wisnu Ardiansyah,1,2025-12-28 18:58:56,apk pusing
M takasur,1,2025-12-27 17:17:59,SANGAT BURUK.........SEMUA PLAYLIST DAN PERPUSTAKAAN LAGU SAYA DI HAPUS....!!! ITU PLAYLIST SAYA BIKIN DARI 2019... males bikin playlist lagi....!!!
Darta,1,2025-12-26 17:13:37,Bayar 55rebu mahal🥶
Risman laah,5,2025-12-26 05:59:02,"saya, sering dengerin musik video di sini, karna kualitas suaranya bagus, tolong untuk fitur video ada pilihan kualitas ukuran, dan gambar video bisa di ubah supaya ada pilihan untuk memenuhi layar device/smartphone, dan tombol rotasi video ( dan perbanyak video lainya) terimakasih"
Zander Freeman,2,2025-12-23 19:49:51,"kadang eror apk nya,, lagunya gk keputar"
Muhammad Gading Andriansyah,5,2025-12-23 19:20:07,loss less Audio mantap
naila fatihhasna,1,2025-12-23 18:33:19,emm baru bngt download ternyata harus bayar bngt buat denger laguny😮‍💨
Ahmad Sabiq Arsyad,5,2025-12-23 16:42:40,kerasukan Hi-ress
joni joniseran,3,2025-12-22 19:43:45,applikasinya bagus bangat
Afriandi Arif,5,2025-12-21 11:14:04,"buat yang ngeluh suara nya kadang kecil dan equalizernya nggak berfungsi, fitur pemeriksaan bunyinya di matiin aja"
Anonim,1,2025-12-18 03:10:20,aplikasi streaming music paling kikir dimuka bumi
JOSE Maurinho,5,2025-12-17 12:59:56,audio quality ate
Faris Abqari,4,2025-12-16 21:07:00,"duhh niatnya cuma mau coba dengerin musik di app lain tapi ini login susahnya minta ampun,apa karena hp android ya?"
Iqbal Abiyoga,5,2025-12-15 19:18:32,Audio hi res. Keren
aleya,5,2025-12-15 15:43:57,"pls gratis aja🥺 tapi ttp gaada iklan, kualitasnya juga ga diturunin hehe"
Kevin Nanda Aristya,5,2025-12-15 07:54:36,flawless
HAKIM Shadowss Ch,4,2025-12-12 19:17:24,Hi Apple musik. Saya sudah berlangganan apk ini beberapa bulan. Tapi kenapa. Sekarang setelah saya melakukan pembayaran. Saldo saya di potong. Tetapi saya tidak bisa memutar musik di aplikasi ini. Tolong di perbaiki. Klw emang tidak bisa. Tolong kembalikan saldo saya
Theo Kiki Dethan,5,2025-12-11 21:45:26,bgus bnget
Syahwa Putri Kurniawan,5,2025-12-11 12:52:21,Lancar
Primayudha Mandiri,1,2025-12-09 19:04:41,Spotify masih lebih mendingan daripada ini. Udah disuruh bayar; disuruh bikin akun Apple ribet beut.
Cundani Tjiawi,5,2025-12-09 16:50:22,Goodd
chris jhon official,2,2025-12-09 06:26:29,kenapa tidak ada tombol keluar langganan keluarga ini?
Marcelino Laksamana Ramadhan,1,2025-12-06 11:47:28,Ga enak
Erza Pentika,1,2025-12-06 11:41:27,"Kalau kirim link, ga bisa bagus."
TREZZ,5,2025-12-05 22:43:01,"Sumpah habis sibuk nyoba berbagai app music sana sini akhirnya favorit dan penggunaan utama Apple music (kerasukan Hi Res audio 😂) apalagi buat lagu jpop yg udah ada lirik versi romaji nya, enak banget mau ikut nyanyi coy! di tambah formatnya ALAC. Better then si ijo yg overrated aslinya mah asal bunyi mana kikir + maruk storage lagi 🤬"
Bang Latif_08,5,2025-12-05 01:52:47,keren
Vincentius Christian,1,2025-12-04 23:34:02,"suara lagu sering kecil sendiri, padahal fitur sound check udh off"
Haikall Alfayed,5,2025-12-04 12:53:54,"Kualitas music lebih bagus dari Spotify karna menggunakan audio lossless, dengan harga langganan yg lebih murah dari Spotify keren sih."
Chika Rahmadianti,1,2025-12-03 21:14:36,susah login huhu
Tegar setiawan,3,2025-12-03 12:19:49,"pas puter lagu kadang yg dipilih apa yg di putar apa, dan yg kayak gitu kadang musiknya gabisa diputer dan selalu beralih ke musik yg lain"
Brahma Adi,3,2025-12-02 13:31:01,tolong di benerin lagi buat lagu nya ado bouquet for me ke stuck terus nge-skip sendiri ke lagu selanjutnya
Wahyu Septiawan,1,2025-12-01 15:23:43,Mau buat akun buffering mulu
Kasyani,5,2025-11-29 19:06:32,terimakasih atas dukungan nya juga bantuan nya Apple musik terimakasih udah membantu saya terus
Dewa Fikri,1,2025-11-28 23:35:19,wkwkw kudu bayar dulu baru bisa dengar lagu mana buat akunnya ribet pula
Ahmad Nizar,5,2025-11-28 17:15:56,bagus banget
Topan Ramdani,2,2025-11-28 09:04:55,"masih banyak bug kadang musiknya gak bisa di play sama kadang macet2 , servenya busuk"
Owel,5,2025-11-26 13:08:19,mantaaaaaaap
Dewa Ronaldimes,5,2025-11-26 12:24:38,"Very clean UI, ALAC audio codec, love it"
Farel Irhamdi,5,2025-11-25 08:57:59,Nice
Istiqomah El Fansa,1,2025-11-25 08:13:57,Kok ga ada kelola keluarga sekarang???
Ferry Prasetyo,2,2025-11-25 00:06:09,"masih banyak bug muncul, terutama ketika berjalan di latar belakang. saat membuka aplikasi lagi, jika di halaman pemutaran tidak bisa kembali ke beranda, jika di halaman beranda, foto profil hilang dan tidak bisa mengakses playlist, sering skip lagu dalam antrian."
Muhammad Ilham Fikri Rabbani,5,2025-11-24 22:28:36,Bagus kualitas audionya apalagi pake earphone❤️‍🩹
RIZEEE,5,2025-11-23 04:59:35,"sangat bagus, memberikan kualitas audio yang tinggi dengan harga yang masuk akal"
ehrdsh __,4,2025-11-22 02:04:14,di tamplate 3 bulan cukup bayar 1 bulan. pas udah beli malah cuma 1 bulan hmmmm
Zulfi Gamesport,4,2025-11-21 23:18:21,delay mampus
arkan nurhakim,1,2025-11-20 17:54:28,"Nominasi aplikasi dengan bug terbanyak. Mau join family kena bug, out family kena bug, bahkan saat kirim kode verifikasi pun ada bugnya dan saat play lagu ada bugnya. Heran kok bisa developernya diem aja dan tiap update ga difix bugnya."
Alfin Dimeiansyah,1,2025-11-19 09:04:32,aplikasi kikir penglit
Spilink,5,2025-11-18 19:02:13,"Ini adalah aplikasi streaming music terbaik cuy, experience yang dikasih apps ini sangat worth it to subscribe. 55k udah dpt lossless itu sangat bagus banget njir, Spotify aja sekarang kikir dengan kasih harga 100k+. SALAM ITB"
Amanda Lastiur,4,2025-11-18 17:36:07,"bagus sih, cuma audio nya itu yg kadang berisik dan ga jelas gitu."
Reyhan N,5,2025-11-18 15:43:21,"keren, yg paling gw suka disini adalah kualitas audio bisa lossless - hires, juga ada spatial audio, untuk output gw pakai IEM, dikarenakan udah lossless jadi lebih luas dan jelas detail² instrumennya. Tampilan dan tata letak pengaturan juga nyaman dan simple"
Rai Wisna,1,2025-11-18 06:57:26,jelek
Fathur Ramdhani,5,2025-11-15 23:16:04,nice
BELINDA Bella,5,2025-11-12 17:55:58,HAHA AKU DOWNLOAD INI CUMA MAU DENGERIN MISTLETOE COVERNYA ENHYPEN 😭🌹
Adam Nirwana,1,2025-11-11 11:59:49,"Aplikasi sering bermasalah suka pindah lagu sendiri, lain kali optimalkan kembali dong aplikasinya"
Ical Cal,5,2025-11-11 09:09:05,good Verry good
Jody Ginting,4,2025-11-09 15:29:21,"kenapa ngga aktif equalizer nya ya? ada saran biar aktif nggak? karna hidup atau mati suaranya ngga ada yang berubah, kalo di apk Deezer terasa perbedaannya."
Fadhlurohman H,1,2025-11-08 13:29:32,aseli ganih?
Rivaldo Hadi Winata 蔣建水,4,2025-11-06 23:00:30,Sudah sangat baik tapi mungkin bisa dioptimalisasi penggunaan RAMnya karena berjalan dilatar belakang terus meskipun tidak menguras baterai. Dan ketika saya set penggunaan baterai ke Terbatas saya selalu mendapat notifikasi peringatan untuk mematikannya padahal performa aplikasi menjalankan musik dilatar belakang juga tidak terganggu sama sekali
Maman Parman,4,2025-11-06 20:20:53,"Versi 5.0.2 di android 15 beberapa lagu di playlist tidak bisa diplay jadi lompat lompat, tolong diperbaiki, terima kasih"
Sinyur Pernada,5,2025-11-05 23:56:07,Aplikasi Music paling mantap menurutku. Apalagi
Adithia Ramadhan,1,2025-11-04 07:30:30,kurang ajar lagu yang saya cari tidak tersedia
Ilham Joshi,5,2025-11-02 13:21:25,manteppp jos gandoss
Randan Prionggo. S (Rangga),5,2025-11-01 16:41:31,kualitas terbaik ada lossless nya dan Dolby Atmos
M Alvino,5,2025-10-30 19:24:33,bagus banget oh my gotttttttttt🥰🥰🥰🥰🥰🥰😘😘😘😘😘😘😍😍😍😍😍😍😍😍😭😭😭😭🙏🙏🙏🙏🙏
Zaidkamil Zaidkamil,5,2025-10-30 05:55:15,masuk ny ajng luh
alo Tisna,3,2025-10-28 12:24:59,gotube
Traa,1,2025-10-27 20:46:24,"tolong lah kalo putar lagu jpop ,lagu setelahnya ya jpop bulan malah ganti ke genre lain"
tanjung selalau,1,2025-10-27 20:00:41,jangan mau ..apk ini belum apa2 suruh bayar..
Rafli Abdillah,4,2025-10-27 00:51:20,Algoritma nya benerin ihh
Wahyu ID,1,2025-10-26 15:23:46,"""Nice for listening to music, but I found a lot of bugs, such as animations and songs that weren't included in the playlist"""
Rizky Putra Ramadhan,5,2025-10-26 07:11:50,bagus sekali makasih 😊
Fazar Satriani,2,2025-10-25 11:35:04,anaradatsghsg
Ichinose,5,2025-10-23 14:48:51,mantap mantap
Mohamad Risky,5,2025-10-21 14:00:23,Good
Dar anox Dr,5,2025-10-20 22:34:14,Sangat puas
M faiz Ermansyah,1,2025-10-20 22:20:31,"saldo saya di dana hilang 61 ribu karena pihak aplikasi inii😭😭, tolong kembalikan uang saya😭,tiba"" saja saldo saya hilang karena aplikasi inii, padahal aplikasi nya cukup bagus, tapi mengapa saldo saya bisa hilang 😭😭"
java dewa,5,2025-10-20 18:22:46,"aplikasi music streaming dengan kualitas suara yg bagus, hanya saja lagu indonesia dan lagu lokal masih terbatas mudah""an update lagu indonesia dan lagu lokal nya di perbanyak"
IJN • Yamashiro,3,2025-10-20 03:15:48,"bagus sih bagus yahh, tapi sayang bet, cuman bisa dengerin musik tertentu aja, gak bisa cosplay macam Spotify atau Yt musik biar bisa dengerin musik apapun, sebulan 55rb+pajak 6rb, bagi gw yg bukan audiophile dan hanya sebatas user daily aja, menurut ku gak worth it,mana kalo lossles pake kuota kenceng banget kann"
sandy kurniawan,1,2025-10-19 19:54:40,bug nya (suara tiba² mengecil) benar² mengganggu telinga ku!
Bery Ruslana pratama,1,2025-10-19 12:13:15,eror tidak bisa aputar musik
cap,2,2025-10-18 21:26:27,banyak bug yang mengganggu
khoerunnisa,5,2025-10-16 21:51:55,"ini gimana ya, saya udah stop dan batalin berlangganan uji coba dari sebelum tanggal yang udah ditentukan. tapi kenapa saldo saya tiba² tetep kepotong, bisa balikin ga. Saya bener² udah batalin langganan uji coba. jadi harusnya saldo saya tidak terpotong"
getjzebulon,1,2025-10-16 20:49:07,"ampas kali, server berat dan lagu sering ganti tanpa ditekan, palak kali aku."
Taryana Nana,5,2025-10-15 06:57:13,oke bagus
Gusti Roby Navela,4,2025-10-14 16:05:30,aplikasi streaming paling simpel dgn musik yg lebih hires dibanding spotify. hanya saja ada banyak lagu dari sebagian album dari sebagian musisi yang entah kenapa ga ada di apple music padahal di spotify jelas ada.
Aldith Tyaga Dwi Widhiansyah,1,2025-10-13 22:01:05,Aplikasi aneh
Rosaria McDonald,5,2025-10-13 20:35:40,ini aplikasi peak banget woi
Dewa Winda,1,2025-10-13 02:48:13,tidak bisa konek internet
Hidayat,3,2025-10-10 17:15:53,bad UI asf
Dezet Who Laughs,1,2025-10-08 17:53:28,gajelas
Azzam Putra Raihan,5,2025-10-07 10:24:59,suka sama fitur liriknya
Roma Supri,5,2025-10-07 08:50:52,Dangdut
Djono Lestari,4,2025-10-06 08:51:28,Ingin membantu saudara yang sedang saki ada tiga orang perlu bantuan segera
Mario,5,2025-10-04 20:20:05,🔥
Novan Prasetyo,2,2025-10-04 15:19:22,untuk android susah login
M. Hilman Firmansyah,1,2025-09-28 13:24:42,APLIKASI SAMPAH!
Hafizh Randia,4,2025-09-27 21:45:16,"Halo Tim Apple, Saya ingin mengajukan permohonan pengembalian dana untuk pembelian langganan Apple Music. Saya tidak sengaja menekan tombol berlangganan dan tidak menyadari bahwa saldo saya langsung terpotong secara otomatis. Saya benar-benar tidak bermaksud melakukan pembelian ini. Mohon bantuannya untuk mengembalikan dana yang telah terpotong. Terima kasih atas pengertiannya."
Fins Syahrul,1,2025-09-27 08:05:07,Gak bisa STOP langganan
Pro Emel,5,2025-09-26 23:48:58,"sound nyaa mantepp, apalagii perpaduann lirik yang sesuaii, baguss bangett dehhh🥰🥰🥰🥰"
